"","Churn","SeniorCitizen","tenure","MonthlyCharges","TotalCharges","gender_Male","Partner_Yes","Dependents_Yes","PhoneService_Yes","MultipleLines_No.phone.service","MultipleLines_Yes","InternetService_Fiber.optic","InternetService_No","OnlineSecurity_No.internet.service","OnlineSecurity_Yes","OnlineBackup_No.internet.service","OnlineBackup_Yes","DeviceProtection_No.internet.service","DeviceProtection_Yes","TechSupport_No.internet.service","TechSupport_Yes","StreamingTV_No.internet.service","StreamingTV_Yes","StreamingMovies_No.internet.service","StreamingMovies_Yes","Contract_One.year","Contract_Two.year","PaperlessBilling_Yes","PaymentMethod_Credit.card..automatic.","PaymentMethod_Electronic.check","PaymentMethod_Mailed.check"
"339","No","-0.4398853"," 0.14775766"," 0.9982805092"," 5.663613e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"340","Yes","-0.4398853"," 1.24712942"," 1.2840893008"," 1.906835e+00"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"341","No"," 2.2729973","-0.01511224","-0.3360477446","-1.995890e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"342","No","-0.4398853"," 1.57286920"," 0.6975166064"," 1.739483e+00","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515","-1.2050277"," 1.9044550","-0.7109755","-0.5447682"
"343","No","-0.4398853"," 1.36928184"," 0.0893420848"," 9.825356e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"344","No","-0.4398853"," 1.24712942","-1.4709745158","-4.211147e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136"," 1.9444438","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"345","No","-0.4398853"," 0.35134502","-1.4792829109","-6.255167e-01","-1.0094870","-0.9665537"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136"," 1.9444438","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"346","No"," 2.2729973","-1.27735389"," 0.2438782337","-9.754473e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"347","Yes","-0.4398853","-1.23663642"," 0.8520527554","-9.330355e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"348","No","-0.4398853"," 1.53215173","-1.5058697753","-4.319935e-01","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"349","No","-0.4398853","-0.38156949","-0.6584134746","-5.673273e-01","-1.0094870","-0.9665537","-0.6539655","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"350","No"," 2.2729973"," 1.28784689"," 1.0713943861"," 1.830882e+00","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890"," 1.2560815"," 1.9444438","-0.5629351","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"351","No","-0.4398853"," 0.18847513","-0.0651940641","-1.586316e-03"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129"," 1.7761515"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"352","No","-0.4398853","-0.62587433","-0.6700452278","-7.065449e-01"," 0.9904615","-0.9665537"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136"," 1.9444438","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"353","No"," 2.2729973","-1.03304905"," 0.8105107799","-7.537893e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"354","Yes","-0.4398853","-1.15520147"," 0.6659447050","-8.431365e-01"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"355","Yes"," 2.2729973","-0.46300444","-0.7597758949","-6.365058e-01","-1.0094870","-0.9665537","-0.6539655","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"356","Yes","-0.4398853","-0.91089664"," 0.5147319141","-6.339020e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"357","No"," 2.2729973","-0.66659180","-0.3543262138","-6.149248e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"358","No","-0.4398853"," 1.28784689"," 1.3455714246"," 2.004104e+00"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"359","Yes"," 2.2729973","-0.21869960","-1.1303303165","-6.519524e-01"," 0.9904615"," 1.0344568","-0.6539655","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277"," 1.9044550","-0.7109755","-0.5447682"
"360","No","-0.4398853"," 0.39206249"," 1.0747177442"," 7.654453e-01"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815"," 1.9444438","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"361","No","-0.4398853","-1.11448400","-1.4809445899","-9.703058e-01"," 0.9904615","-0.9665537"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"362","No","-0.4398853"," 0.35134502"," 1.1312148309"," 7.400247e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"363","No","-0.4398853"," 1.04354206","-0.4806138194"," 2.631235e-01"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136"," 1.9444438","-0.5629351","-1.2050277"," 1.9044550","-0.7109755","-0.5447682"
"364","No","-0.4398853"," 0.59564986","-1.4693128368","-5.899013e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"365","No","-0.4398853","-0.58515685"," 0.3701658393","-4.012989e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"366","Yes","-0.4398853","-1.11448400"," 1.0547775959","-7.898901e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"367","No","-0.4398853","-0.38156949","-0.1599097683","-3.867571e-01"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"368","No","-0.4398853","-1.27735389","-1.5158398494","-9.988157e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"369","No","-0.4398853"," 1.57286920"," 1.1262297938"," 2.065648e+00"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815"," 1.9444438","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"370","No","-0.4398853"," 1.61358668"," 1.5898382407"," 2.579268e+00"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"371","No","-0.4398853"," 0.02560524","-1.4676511578","-7.026391e-01"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136"," 1.9444438","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"372","Yes","-0.4398853","-1.23663642"," 0.6941932484","-9.271658e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"373","No","-0.4398853","-0.34085202","-0.9641624144","-6.406102e-01"," 0.9904615","-0.9665537"," 1.5289155","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129"," 1.7761515","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"374","No","-0.4398853"," 0.96210711"," 1.1627867323"," 1.467888e+00","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890"," 1.2560815"," 1.9444438","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"375","No","-0.4398853"," 0.18847513"," 1.0414841638"," 6.021753e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"376","No","-0.4398853"," 0.43277997"," 0.6759147792"," 6.089938e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815"," 1.9444438","-0.5629351","-1.2050277"," 1.9044550","-0.7109755","-0.5447682"
"377","No","-0.4398853","-1.27735389","-1.3097916508","-9.960795e-01"," 0.9904615","-0.9665537","-0.6539655","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"378","Yes","-0.4398853","-0.30013454"," 1.3356013505"," 1.254064e-01","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"379","No","-0.4398853"," 1.16569448"," 0.8271275701"," 1.335622e+00","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"380","No","-0.4398853","-0.62587433"," 0.7307501869","-3.848815e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890","-0.7960136"," 1.9444438","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"381","No","-0.4398853"," 0.35134502"," 0.7124717176"," 4.663559e-01","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890","-0.7960136"," 1.9444438","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"382","Yes","-0.4398853","-1.27735389","-0.4689820662","-9.849138e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"383","No"," 2.2729973"," 1.61358668"," 0.0012730967"," 1.081261e+00"," 0.9904615"," 1.0344568"," 1.5289155","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"384","Yes","-0.4398853","-1.27735389"," 0.8670078666","-9.671723e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"385","No","-0.4398853"," 0.63636733"," 1.4402871288"," 1.229151e+00"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"386","Yes"," 2.2729973","-0.87017916","-1.4892529851","-9.124915e-01"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"387","Yes"," 2.2729973"," 0.92138964"," 0.6875465323"," 1.144084e+00","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"388","No","-0.4398853"," 0.39206249","-0.3327243865"," 2.917439e-02","-1.0094870","-0.9665537","-0.6539655","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890"," 1.2560815"," 1.9444438","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"389","No","-0.4398853"," 0.47349744"," 0.8520527554"," 7.858568e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"390","No","-0.4398853","-1.27735389","-0.6899853760","-9.878487e-01"," 0.9904615","-0.9665537"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"391","No","-0.4398853","-0.21869960"," 1.0248673736"," 1.380946e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"392","No"," 2.2729973","-0.21869960"," 0.6659447050"," 1.200665e-02"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"393","No"," 2.2729973","-1.23663642","-0.6800153019","-9.678564e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"394","No","-0.4398853","-0.54443938","-1.4909146641","-8.450563e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"395","No"," 2.2729973"," 0.39206249"," 1.0065889043"," 7.335592e-01","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"396","No","-0.4398853"," 1.36928184"," 0.8404210022"," 1.625686e+00","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"397","No"," 2.2729973"," 0.02560524"," 1.5001075735"," 6.233150e-01"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"398","Yes","-0.4398853"," 0.06632271"," 0.3053603575"," 1.068485e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"399","No"," 2.2729973"," 0.02560524","-0.3377094236","-2.112402e-01"," 0.9904615","-0.9665537","-0.6539655","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
